signature,chromatic_number,a2,a3
HCZeuzn,0,1,2
HCZeuz^,0,1,2
HCZeuy~,0,1,2
HCZeux~,0,1,2
HCZeuz~,0,1,2
HCZetz[,0,1,2
HCZetzi,0,1,2
HCZetxu,0,1,2
HCZetzM,0,1,2
HCZetym,0,1,2
HCZety],0,1,2
HCZetx],0,1,2
HCZetw},0,1,2
HCZetz{,0,1,2
HCZetzy,0,1,2
HCZetzu,0,1,2
HCZetzm,0,1,2
HCZetz],0,1,2
HCZety},0,1,2
HCZetx},0,1,2
HCZetzx,0,1,2
HCZetzl,0,1,2
HCZetz\,0,1,2
HCZety|,0,1,2
HCZetx|,0,1,2
HCZetzj,0,1,2
HCZetzZ,0,1,2
HCZetzV,0,1,2
HCZetzN,0,1,2
HCZetxn,0,1,2
HCZety^,0,1,2
HCZetx^,0,1,2
HCZetz},0,1,2
HCZetz|,0,1,2
HCZetzz,0,1,2
HCZetzv,0,1,2
HCZetzn,0,1,2
HCZetz^,0,1,2
HCZety~,0,1,2
HCZetx~,0,1,2
HCZetz~,0,1,2
HCZery{,0,1,2
HCZeryu,0,1,2
HCZerym,0,1,2
HCZery],0,1,2
HCZerw},0,1,2
HCZerz{,0,1,2
HCZerzy,0,1,2
HCZerzu,0,1,2
HCZerzm,0,1,2
HCZerz],0,1,2
HCZery},0,1,2
HCZerx},0,1,2
HCZerzl,0,1,2
HCZerz\,0,1,2
HCZerx|,0,1,2
HCZerzZ,0,1,2
HCZerzV,0,1,2
HCZerzN,0,1,2
HCZery^,0,1,2
HCZerx^,0,1,2
HCZerz},0,1,2
HCZerz|,0,1,2
HCZerzz,0,1,2
HCZerzv,0,1,2
HCZerzn,0,1,2
HCZerz^,0,1,2
HCZery~,0,1,2
HCZerx~,0,1,2
HCZerz~,0,1,2
HCZevf{,0,1,2
HCZevfy,0,1,2
HCZevfu,0,1,2
HCZevfm,0,1,2
HCZevf],0,1,2
HCZeve},0,1,2
HCZevd},0,1,2
HCZevfx,0,1,2
HCZevft,0,1,2
HCZevfl,0,1,2
HCZevf\,0,1,2
HCZeve|,0,1,2
HCZevd|,0,1,2
HCZevfr,0,1,2
HCZevfj,0,1,2
HCZevf},0,1,2
HCZevf|,0,1,2
HCZevfz,0,1,2
HCZevfv,0,1,2
HCZevfn,0,1,2
HCZevf^,0,1,2
HCZeve~,0,1,2
HCZevd~,0,1,2
HCZevf~,0,1,2
HCZevV{,0,1,2
HCZevVy,0,1,2
HCZevVu,0,1,2
HCZevVm,0,1,2
HCZevV],0,1,2
HCZevU},0,1,2
HCZevT},0,1,2
HCZevVx,0,1,2
HCZevVl,0,1,2
HCZevV\,0,1,2
HCZevT|,0,1,2
HCZevVj,0,1,2
HCZevV},0,1,2
HCZevV|,0,1,2
HCZevVz,0,1,2
HCZevVv,0,1,2
HCZevVn,0,1,2
HCZevV^,0,1,2
HCZevU~,0,1,2
HCZevT~,0,1,2
HCZevV~,0,1,2
HCZeuv{,0,1,2
HCZeuvm,0,1,2
HCZeuv],0,1,2
HCZeuvr,0,1,2
HCZeuvj,0,1,2
HCZeuvZ,0,1,2
HCZeuuz,0,1,2
HCZeutz,0,1,2
HCZeuvf,0,1,2
HCZeutn,0,1,2
HCZeuv},0,1,2
HCZeuvz,0,1,2
HCZeuvv,0,1,2
HCZeuvn,0,1,2
HCZeuv^,0,1,2
HCZeuu~,0,1,2
HCZeut~,0,1,2
HCZeuv~,0,1,2
HCZetv{,0,1,2
HCZetvy,0,1,2
HCZetvu,0,1,2
HCZetvm,0,1,2
HCZetv],0,1,2
HCZetu},0,1,2
HCZett},0,1,2
HCZetvr,0,1,2
HCZetvj,0,1,2
HCZettz,0,1,2
HCZetvf,0,1,2
HCZettn,0,1,2
HCZetv},0,1,2
HCZetvz,0,1,2
HCZetvv,0,1,2
HCZetvn,0,1,2
HCZetv^,0,1,2
HCZett~,0,1,2
HCZetv~,0,1,2
HCZerv{,0,1,2
HCZervy,0,1,2
HCZervu,0,1,2
HCZervm,0,1,2
HCZerv],0,1,2
HCZeru},0,1,2
HCZert},0,1,2
HCZervx,0,1,2
HCZervt,0,1,2
HCZervl,0,1,2
HCZerv\,0,1,2
HCZeru|,0,1,2
HCZert|,0,1,2
HCZervr,0,1,2
HCZervj,0,1,2
HCZertz,0,1,2
HCZervf,0,1,2
HCZerv},0,1,2
HCZerv|,0,1,2
HCZervz,0,1,2
HCZervv,0,1,2
HCZervn,0,1,2
HCZerv^,0,1,2
HCZeru~,0,1,2
HCZert~,0,1,2
HCZerv~,0,1,2
HCZevN{,0,1,2
HCZevNy,0,1,2
HCZevNu,0,1,2
HCZevNm,0,1,2
HCZevN],0,1,2
HCZevM},0,1,2
HCZevL},0,1,2
HCZevNx,0,1,2
HCZevNt,0,1,2
HCZevNl,0,1,2
HCZevN\,0,1,2
HCZevM|,0,1,2
HCZevL|,0,1,2
HCZevNr,0,1,2
HCZevNj,0,1,2
HCZevNf,0,1,2
HCZevN},0,1,2
HCZevN|,0,1,2
HCZevNz,0,1,2
HCZevNv,0,1,2
HCZevNn,0,1,2
HCZevN^,0,1,2
HCZevM~,0,1,2
HCZevL~,0,1,2
HCZevN~,0,1,2
HCZer^{,0,1,2
HCZer^y,0,1,2
HCZer^u,0,1,2
HCZer^m,0,1,2
HCZer\},0,1,2
HCZer^l,0,1,2
HCZer^\,0,1,2
HCZer\|,0,1,2
HCZer^r,0,1,2
HCZer^j,0,1,2
HCZer\z,0,1,2
HCZer^f,0,1,2
HCZer\n,0,1,2
HCZer^},0,1,2
HCZer^|,0,1,2
HCZer^z,0,1,2
HCZer^v,0,1,2
HCZer^n,0,1,2
HCZer^^,0,1,2
HCZer]~,0,1,2
HCZer\~,0,1,2
HCZer^~,0,1,2
HCZevz{,0,1,2
HCZevz],0,1,2
HCZevz},0,1,2
HCZevz|,0,1,2
HCZevz^,0,1,2
HCZevz~,0,1,2
HCZevv{,0,1,2
HCZevv},0,1,2
HCZevv|,0,1,2
HCZevvz,0,1,2
HCZevvn,0,1,2
HCZevv^,0,1,2
HCZevt~,0,1,2
HCZevv~,0,1,2
HCZevn{,0,1,2
HCZevn},0,1,2
HCZevn|,0,1,2
HCZevnz,0,1,2
HCZevnv,0,1,2
HCZevnn,0,1,2
HCZevn^,0,1,2
HCZevm~,0,1,2
HCZevl~,0,1,2
HCZevn~,0,1,2
HCZev^{,0,1,2
HCZev^},0,1,2
HCZev^|,0,1,2
HCZev^n,0,1,2
HCZev^^,0,1,2
HCZev^~,0,1,2
HCZeu~},0,1,2
HCZeu~^,0,1,2
HCZeu~~,0,1,2
HCZet~{,0,1,2
HCZet~},0,1,2
HCZet~|,0,1,2
HCZet~z,0,1,2
HCZet~n,0,1,2
HCZet~^,0,1,2
HCZet}~,0,1,2
HCZet|~,0,1,2
HCZet~~,0,1,2
HCZer~{,0,1,2
HCZer~},0,1,2
HCZer~|,0,1,2
HCZer~n,0,1,2
HCZer~^,0,1,2
HCZer|~,0,1,2
HCZer~~,0,1,2
HCZev~},0,1,2
HCZev~~,0,1,2
HCZburw,0,1,2
HCZburk,0,1,2
HCZbur[,0,1,2
HCZbuq{,0,1,2
HCZbup{,0,1,2
HCZbup],0,1,2
HCZburp,0,1,2
HCZburX,0,1,2
HCZbupx,0,1,2
HCZburd,0,1,2
HCZbupt,0,1,2
HCZburL,0,1,2
HCZbup\,0,1,2
HCZburb,0,1,2
HCZburR,0,1,2
HCZbuqr,0,1,2
HCZbupr,0,1,2
HCZburJ,0,1,2
HCZburF,0,1,2
HCZbuqf,0,1,2
HCZbupf,0,1,2
HCZbuqV,0,1,2
HCZbupV,0,1,2
HCZbuov,0,1,2
HCZbupN,0,1,2
HCZbur{,0,1,2
HCZbury,0,1,2
HCZburu,0,1,2
HCZburm,0,1,2
HCZbur],0,1,2
HCZbuq},0,1,2
HCZbup},0,1,2
HCZburx,0,1,2
HCZburt,0,1,2
HCZburl,0,1,2
HCZbur\,0,1,2
HCZbuq|,0,1,2
HCZbup|,0,1,2
HCZburr,0,1,2
HCZburj,0,1,2
HCZburZ,0,1,2
HCZbuqz,0,1,2
HCZbupz,0,1,2
HCZburf,0,1,2
HCZburV,0,1,2
HCZbuqv,0,1,2
HCZbupv,0,1,2
HCZburN,0,1,2
HCZbuqn,0,1,2
HCZbupn,0,1,2
HCZbuq^,0,1,2
HCZbup^,0,1,2
HCZbuo~,0,1,2
HCZbur},0,1,2
HCZbur|,0,1,2
HCZburz,0,1,2
HCZburv,0,1,2
HCZburn,0,1,2
HCZbur^,0,1,2
HCZbuq~,0,1,2
HCZbup~,0,1,2
HCZbur~,0,1,2
HCZbrrs,0,1,2
HCZbrrq,0,1,2
HCZbrri,0,1,2
HCZbrpy,0,1,2
HCZbrre,0,1,2
HCZbrrb,0,1,2
HCZbrpr,0,1,2
HCZbrpj,0,1,2
HCZbrr{,0,1,2
HCZbrry,0,1,2
HCZbrru,0,1,2
HCZbrrm,0,1,2
HCZbrr],0,1,2
HCZbrp},0,1,2
HCZbrrr,0,1,2
HCZbrrj,0,1,2
HCZbrpz,0,1,2
HCZbrpv,0,1,2
HCZbrr},0,1,2
HCZbrrz,0,1,2
HCZbrrv,0,1,2
HCZbrp~,0,1,2
HCZbrr~,0,1,2
HCZbvpu,0,1,2
HCZbvr{,0,1,2
HCZbvry,0,1,2
HCZbvru,0,1,2
HCZbvrm,0,1,2
HCZbvr],0,1,2
HCZbvp},0,1,2
HCZbvrx,0,1,2
HCZbvrl,0,1,2
HCZbvp|,0,1,2
HCZbvpz,0,1,2
HCZbvpv,0,1,2
HCZbvpn,0,1,2
HCZbvp^,0,1,2
HCZbvr},0,1,2
HCZbvr|,0,1,2
HCZbvrz,0,1,2
HCZbvrv,0,1,2
HCZbvrn,0,1,2
HCZbvr^,0,1,2
HCZbvp~,0,1,2
HCZbvr~,0,1,2
HCZbvjw,0,1,2
HCZbvhy,0,1,2
HCZbvj{,0,1,2
HCZbvjy,0,1,2
HCZbvju,0,1,2
HCZbvjm,0,1,2
HCZbvj],0,1,2
HCZbvh},0,1,2
HCZbvjx,0,1,2
HCZbvjt,0,1,2
HCZbvjl,0,1,2
HCZbvh|,0,1,2
HCZbvjj,0,1,2
HCZbvhz,0,1,2
HCZbvhv,0,1,2
HCZbvhn,0,1,2
HCZbvh^,0,1,2
HCZbvj},0,1,2
HCZbvj|,0,1,2
HCZbvjz,0,1,2
HCZbvjv,0,1,2
HCZbvjn,0,1,2
HCZbvj^,0,1,2
HCZbvh~,0,1,2
HCZbvj~,0,1,2
HCZbvXu,0,1,2
HCZbvY],0,1,2
HCZbvZ{,0,1,2
HCZbvZy,0,1,2
HCZbvZu,0,1,2
HCZbvZm,0,1,2
HCZbvZ],0,1,2
HCZbvX},0,1,2
HCZbvZl,0,1,2
HCZbvX|,0,1,2
HCZbvXn,0,1,2
HCZbvZ},0,1,2
HCZbvZ|,0,1,2
HCZbvZz,0,1,2
HCZbvZv,0,1,2
HCZbvZn,0,1,2
HCZbvZ^,0,1,2
HCZbvX~,0,1,2
HCZbvZ~,0,1,2
HCZbuyu,0,1,2
HCZbuym,0,1,2
HCZbuy],0,1,2
HCZbuw},0,1,2
HCZbuz{,0,1,2
HCZbuzy,0,1,2
HCZbuzu,0,1,2
HCZbuzm,0,1,2
HCZbuz],0,1,2
HCZbuy},0,1,2
HCZbux},0,1,2
HCZbuzx,0,1,2
HCZbuzt,0,1,2
HCZbuzl,0,1,2
HCZbuz\,0,1,2
HCZbuy|,0,1,2
HCZbux|,0,1,2
HCZbuzj,0,1,2
HCZbuxz,0,1,2
HCZbuzf,0,1,2
HCZbuxv,0,1,2
HCZbuxn,0,1,2
HCZbux^,0,1,2
HCZbuw~,0,1,2
HCZbuz},0,1,2
HCZbuz|,0,1,2
HCZbuzz,0,1,2
HCZbuzv,0,1,2
HCZbuzn,0,1,2
HCZbuz^,0,1,2
HCZbuy~,0,1,2
HCZbux~,0,1,2
HCZbuz~,0,1,2
HCZbrzk,0,1,2
HCZbrze,0,1,2
HCZbry],0,1,2
HCZbrz{,0,1,2
HCZbrzy,0,1,2
HCZbrzu,0,1,2
HCZbrzm,0,1,2
HCZbrz],0,1,2
HCZbrx},0,1,2
HCZbrx|,0,1,2
HCZbrz},0,1,2
HCZbrz|,0,1,2
HCZbrzz,0,1,2
HCZbrzv,0,1,2
HCZbrzn,0,1,2
HCZbrz^,0,1,2
HCZbrx~,0,1,2
HCZbrz~,0,1,2
HCZbvf{,0,1,2
HCZbvfy,0,1,2
HCZbvfu,0,1,2
HCZbvfm,0,1,2
HCZbvf],0,1,2
HCZbvd},0,1,2
HCZbvfx,0,1,2
HCZbvft,0,1,2
HCZbvfl,0,1,2
HCZbvf\,0,1,2
HCZbvd|,0,1,2
HCZbvfr,0,1,2
HCZbvfj,0,1,2
HCZbvf},0,1,2
HCZbvf|,0,1,2
HCZbvfz,0,1,2
HCZbvfv,0,1,2
HCZbvfn,0,1,2
HCZbvf^,0,1,2
HCZbvd~,0,1,2
HCZbvf~,0,1,2
HCZbvV{,0,1,2
HCZbvVy,0,1,2
HCZbvVu,0,1,2
HCZbvVm,0,1,2
HCZbvV],0,1,2
HCZbvT},0,1,2
HCZbvVx,0,1,2
HCZbvVl,0,1,2
HCZbvT|,0,1,2
HCZbvVj,0,1,2
HCZbvV},0,1,2
HCZbvV|,0,1,2
HCZbvVz,0,1,2
HCZbvVv,0,1,2
HCZbvVn,0,1,2
HCZbvV^,0,1,2
HCZbvT~,0,1,2
HCZbvV~,0,1,2
HCZbrv{,0,1,2
HCZbrvm,0,1,2
HCZbrt},0,1,2
HCZbrvr,0,1,2
HCZbrvj,0,1,2
HCZbrtz,0,1,2
HCZbrvf,0,1,2
HCZbrv},0,1,2
HCZbrvz,0,1,2
HCZbrvv,0,1,2
HCZbrvn,0,1,2
HCZbrv^,0,1,2
HCZbrt~,0,1,2
HCZbrv~,0,1,2
HCZbvN{,0,1,2
HCZbvNu,0,1,2
HCZbvL},0,1,2
HCZbvNx,0,1,2
HCZbvNt,0,1,2
HCZbvNl,0,1,2
HCZbvL|,0,1,2
HCZbvNr,0,1,2
HCZbvNj,0,1,2
HCZbvNf,0,1,2
HCZbvN},0,1,2
HCZbvN|,0,1,2
HCZbvNz,0,1,2
HCZbvNv,0,1,2
HCZbvNn,0,1,2
HCZbvN^,0,1,2
HCZbvL~,0,1,2
HCZbvN~,0,1,2
HCZbvz{,0,1,2
HCZbvx},0,1,2
HCZbvz},0,1,2
HCZbvz|,0,1,2
HCZbvx~,0,1,2
HCZbvz~,0,1,2
HCZbvv{,0,1,2
HCZbvv},0,1,2
HCZbvv|,0,1,2
HCZbvvz,0,1,2
HCZbvvn,0,1,2
HCZbvt~,0,1,2
HCZbvv~,0,1,2
HCZbvn{,0,1,2
HCZbvn},0,1,2
HCZbvn|,0,1,2
HCZbvnz,0,1,2
HCZbvnv,0,1,2
HCZbvnn,0,1,2
HCZbvl~,0,1,2
HCZbvn~,0,1,2
HCZbv^{,0,1,2
HCZbv^},0,1,2
HCZbv^|,0,1,2
HCZbv^n,0,1,2
HCZbv\~,0,1,2
HCZbv^~,0,1,2
HCZbu~{,0,1,2
HCZbu~},0,1,2
HCZbu~|,0,1,2
HCZbu~z,0,1,2
HCZbu~v,0,1,2
HCZbu~n,0,1,2
HCZbu~^,0,1,2
HCZbu}~,0,1,2
HCZbu|~,0,1,2
HCZbu~~,0,1,2
HCZbr~},0,1,2
HCZbr|~,0,1,2
HCZbr~~,0,1,2
HCZbv~},0,1,2
HCZbv~~,0,1,2
HCZfMrw,0,1,2
HCZfMrk,0,1,2
HCZfMre,0,1,2
HCZfMrU,0,1,2
HCZfMpu,0,1,2
HCZfMrM,0,1,2
HCZfMq],0,1,2
HCZfMp],0,1,2
HCZfMrp,0,1,2
HCZfMrX,0,1,2
HCZfMrd,0,1,2
HCZfMrT,0,1,2
HCZfMqt,0,1,2
HCZfMpt,0,1,2
HCZfMrL,0,1,2
HCZfMql,0,1,2
HCZfMpl,0,1,2
HCZfMo|,0,1,2
HCZfMrF,0,1,2
HCZfMqf,0,1,2
HCZfMpf,0,1,2
HCZfMqV,0,1,2
HCZfMov,0,1,2
HCZfMpN,0,1,2
HCZfMon,0,1,2
HCZfMo^,0,1,2
HCZfMr{,0,1,2
HCZfMru,0,1,2
HCZfMrm,0,1,2
HCZfMr],0,1,2
HCZfMq},0,1,2
HCZfMp},0,1,2
HCZfMrx,0,1,2
HCZfMrt,0,1,2
HCZfMrl,0,1,2
HCZfMr\,0,1,2
HCZfMq|,0,1,2
HCZfMp|,0,1,2
HCZfMrf,0,1,2
HCZfMrV,0,1,2
HCZfMqv,0,1,2
HCZfMpv,0,1,2
HCZfMrN,0,1,2
HCZfMqn,0,1,2
HCZfMpn,0,1,2
HCZfMq^,0,1,2
HCZfMp^,0,1,2
HCZfMo~,0,1,2
HCZfMr},0,1,2
HCZfMr|,0,1,2
HCZfMrv,0,1,2
HCZfMrn,0,1,2
HCZfMr^,0,1,2
HCZfMq~,0,1,2
HCZfMp~,0,1,2
HCZfMr~,0,1,2
HCZfJrw,0,1,2
HCZfJrs,0,1,2
HCZfJrk,0,1,2
HCZfJre,0,1,2
HCZfJpu,0,1,2
HCZfJrM,0,1,2
HCZfJp],0,1,2
HCZfJrh,0,1,2
HCZfJpx,0,1,2
HCZfJrd,0,1,2
HCZfJrT,0,1,2
HCZfJpt,0,1,2
HCZfJrL,0,1,2
HCZfJpl,0,1,2
HCZfJq\,0,1,2
HCZfJrF,0,1,2
HCZfJpf,0,1,2
HCZfJqV,0,1,2
HCZfJpV,0,1,2
HCZfJqN,0,1,2
HCZfJpN,0,1,2
HCZfJo^,0,1,2
HCZfJr{,0,1,2
HCZfJru,0,1,2
HCZfJrm,0,1,2
HCZfJr],0,1,2
HCZfJp},0,1,2
HCZfJrx,0,1,2
HCZfJrt,0,1,2
HCZfJrl,0,1,2
HCZfJr\,0,1,2
HCZfJp|,0,1,2
HCZfJrf,0,1,2
HCZfJrV,0,1,2
HCZfJpv,0,1,2
HCZfJrN,0,1,2
HCZfJpn,0,1,2
HCZfJq^,0,1,2
HCZfJp^,0,1,2
HCZfJr},0,1,2
HCZfJr|,0,1,2
HCZfJrv,0,1,2
HCZfJrn,0,1,2
HCZfJr^,0,1,2
HCZfJp~,0,1,2
HCZfJr~,0,1,2
HCZfNrw,0,1,2
HCZfNrk,0,1,2
HCZfNp{,0,1,2
HCZfNre,0,1,2
HCZfNpu,0,1,2
HCZfNrM,0,1,2
HCZfNr{,0,1,2
HCZfNru,0,1,2
HCZfNrm,0,1,2
HCZfNr],0,1,2
HCZfNp},0,1,2
HCZfNrx,0,1,2
HCZfNrt,0,1,2
HCZfNrl,0,1,2
HCZfNp|,0,1,2
HCZfNrf,0,1,2
HCZfNrV,0,1,2
HCZfNpv,0,1,2
HCZfNpn,0,1,2
HCZfNr},0,1,2
HCZfNr|,0,1,2
HCZfNrv,0,1,2
HCZfNrn,0,1,2
HCZfNr^,0,1,2
HCZfNp~,0,1,2
HCZfNr~,0,1,2
HCZfNjy,0,1,2
HCZfNju,0,1,2
HCZfNjt,0,1,2
HCZfNjl,0,1,2
HCZfNjr,0,1,2
HCZfNj},0,1,2
HCZfNj|,0,1,2
HCZfNjz,0,1,2
HCZfNjv,0,1,2
HCZfNjn,0,1,2
HCZfNj^,0,1,2
HCZfNh~,0,1,2
HCZfNj~,0,1,2
HCZfNZ{,0,1,2
HCZfNZy,0,1,2
HCZfNZu,0,1,2
HCZfNZm,0,1,2
HCZfNX},0,1,2
HCZfNZl,0,1,2
HCZfNZr,0,1,2
HCZfNZj,0,1,2
HCZfNXz,0,1,2
HCZfNZ},0,1,2
HCZfNZ|,0,1,2
HCZfNZz,0,1,2
HCZfNZv,0,1,2
HCZfNZn,0,1,2
HCZfNZ^,0,1,2
HCZfNX~,0,1,2
HCZfNZ~,0,1,2
HCZfNNu,0,1,2
HCZfNNm,0,1,2
HCZfNNf,0,1,2
HCZfNNV,0,1,2
HCZfNLv,0,1,2
HCZfNN},0,1,2
HCZfNNv,0,1,2
HCZfNNn,0,1,2
HCZfNN^,0,1,2
HCZfNL~,0,1,2
HCZfNN~,0,1,2
HCZfMn{,0,1,2
HCZfMnu,0,1,2
HCZfMnm,0,1,2
HCZfMn],0,1,2
HCZfMm},0,1,2
HCZfMl},0,1,2
HCZfMnt,0,1,2
HCZfMnl,0,1,2
HCZfMnV,0,1,2
HCZfMmv,0,1,2
HCZfMn},0,1,2
HCZfMn|,0,1,2
HCZfMnv,0,1,2
HCZfMnn,0,1,2
HCZfMn^,0,1,2
HCZfMm~,0,1,2
HCZfMl~,0,1,2
HCZfMn~,0,1,2
HCZfJnu,0,1,2
HCZfJnm,0,1,2
HCZfJn],0,1,2
HCZfJl},0,1,2
HCZfJnt,0,1,2
HCZfJnl,0,1,2
HCZfJnV,0,1,2
HCZfJlv,0,1,2
HCZfJn},0,1,2
HCZfJn|,0,1,2
HCZfJnv,0,1,2
HCZfJnn,0,1,2
HCZfJn^,0,1,2
HCZfJl~,0,1,2
HCZfJn~,0,1,2
HCZfNzy,0,1,2
HCZfNz},0,1,2
HCZfNz|,0,1,2
HCZfNzz,0,1,2
HCZfNzv,0,1,2
HCZfNzn,0,1,2
HCZfNx~,0,1,2
HCZfNz~,0,1,2
HCZfNn},0,1,2
HCZfNnv,0,1,2
HCZfNn~,0,1,2
HCZfN^},0,1,2
HCZfN^v,0,1,2
HCZfN^n,0,1,2
HCZfN\~,0,1,2
HCZfN^~,0,1,2
HCZfM~},0,1,2
HCZfM~|,0,1,2
HCZfM~v,0,1,2
HCZfM~n,0,1,2
HCZfM~^,0,1,2
HCZfM}~,0,1,2
HCZfM|~,0,1,2
HCZfM~~,0,1,2
HCZfJ~},0,1,2
HCZfJ~v,0,1,2
HCZfJ|~,0,1,2
HCZfJ~~,0,1,2
HCZfN~},0,1,2
HCZfN~~,0,1,2
HCZenbw,0,1,2
HCZenbs,0,1,2
HCZenbe,0,1,2
HCZenbp,0,1,2
HCZenax,0,1,2
HCZenbd,0,1,2
HCZenbT,0,1,2
HCZenbL,0,1,2
HCZenal,0,1,2
HCZen`\,0,1,2
HCZen_|,0,1,2
HCZenbb,0,1,2
HCZenbR,0,1,2
HCZen`r,0,1,2
HCZenbJ,0,1,2
HCZenaj,0,1,2
HCZen`j,0,1,2
HCZen_z,0,1,2
HCZenbF,0,1,2
HCZenaf,0,1,2
HCZen`f,0,1,2
HCZenaV,0,1,2
HCZen`V,0,1,2
HCZen_v,0,1,2
HCZen`N,0,1,2
HCZen_n,0,1,2
HCZen_^,0,1,2
HCZenb{,0,1,2
HCZenby,0,1,2
HCZenbu,0,1,2
HCZenbm,0,1,2
HCZenb],0,1,2
HCZena},0,1,2
HCZen`},0,1,2
HCZenbx,0,1,2
HCZenbt,0,1,2
HCZenbl,0,1,2
HCZenb\,0,1,2
HCZena|,0,1,2
HCZen`|,0,1,2
HCZenbr,0,1,2
HCZenbj,0,1,2
HCZenbZ,0,1,2
HCZenaz,0,1,2
HCZen`z,0,1,2
HCZenbf,0,1,2
HCZenbV,0,1,2
HCZenav,0,1,2
HCZen`v,0,1,2
HCZenbN,0,1,2
HCZenan,0,1,2
HCZen`n,0,1,2
HCZena^,0,1,2
HCZen`^,0,1,2
HCZen_~,0,1,2
HCZenb},0,1,2
HCZenb|,0,1,2
HCZenbz,0,1,2
HCZenbv,0,1,2
HCZenbn,0,1,2
HCZenb^,0,1,2
HCZena~,0,1,2
HCZen`~,0,1,2
HCZenb~,0,1,2
HCZenRw,0,1,2
HCZenRk,0,1,2
HCZenRq,0,1,2
HCZenRi,0,1,2
HCZenRY,0,1,2
HCZenQy,0,1,2
HCZenRe,0,1,2
HCZenRM,0,1,2
HCZenPm,0,1,2
HCZenRp,0,1,2
HCZenRh,0,1,2
HCZenPx,0,1,2
HCZenRd,0,1,2
HCZenRT,0,1,2
HCZenPt,0,1,2
HCZenRL,0,1,2
HCZenQ\,0,1,2
HCZenO|,0,1,2
HCZenRb,0,1,2
HCZenRR,0,1,2
HCZenQr,0,1,2
HCZenPr,0,1,2
HCZenRJ,0,1,2
HCZenQj,0,1,2
HCZenPj,0,1,2
HCZenQZ,0,1,2
HCZenOz,0,1,2
HCZenRF,0,1,2
HCZenQf,0,1,2
HCZenPf,0,1,2
HCZenQV,0,1,2
HCZenPV,0,1,2
HCZenOv,0,1,2
HCZenPN,0,1,2
HCZenOn,0,1,2
HCZenO^,0,1,2
HCZenR{,0,1,2
HCZenRy,0,1,2
HCZenRu,0,1,2
HCZenRm,0,1,2
HCZenR],0,1,2
HCZenQ},0,1,2
HCZenP},0,1,2
HCZenRx,0,1,2
HCZenRt,0,1,2
HCZenRl,0,1,2
HCZenR\,0,1,2
HCZenQ|,0,1,2
HCZenP|,0,1,2
HCZenRr,0,1,2
HCZenRj,0,1,2
HCZenRZ,0,1,2
HCZenQz,0,1,2
HCZenPz,0,1,2
HCZenRf,0,1,2
HCZenRV,0,1,2
HCZenQv,0,1,2
HCZenPv,0,1,2
HCZenRN,0,1,2
HCZenQn,0,1,2
HCZenPn,0,1,2
HCZenQ^,0,1,2
HCZenP^,0,1,2
HCZenO~,0,1,2
HCZenR},0,1,2
HCZenR|,0,1,2
HCZenRz,0,1,2
HCZenRv,0,1,2
HCZenRn,0,1,2
HCZenR^,0,1,2
HCZenQ~,0,1,2
HCZenP~,0,1,2
HCZenR~,0,1,2
HCZemrw,0,1,2
HCZemrs,0,1,2
HCZemrk,0,1,2
HCZemr[,0,1,2
HCZemrq,0,1,2
HCZemri,0,1,2
HCZemrY,0,1,2
HCZemrU,0,1,2
HCZemrM,0,1,2
HCZemqm,0,1,2
HCZemrp,0,1,2
HCZemrh,0,1,2
HCZemrX,0,1,2
HCZemqx,0,1,2
HCZempx,0,1,2
HCZemrd,0,1,2
HCZemrT,0,1,2
HCZempt,0,1,2
HCZemrL,0,1,2
HCZemql,0,1,2
HCZemo|,0,1,2
HCZemrb,0,1,2
HCZemrR,0,1,2
HCZempr,0,1,2
HCZemrJ,0,1,2
HCZemqj,0,1,2
HCZempj,0,1,2
HCZemqZ,0,1,2
HCZemoz,0,1,2
HCZemrF,0,1,2
HCZemqf,0,1,2
HCZempf,0,1,2
HCZemqV,0,1,2
HCZempV,0,1,2
HCZemov,0,1,2
HCZempN,0,1,2
HCZemon,0,1,2
HCZemo^,0,1,2
HCZemr{,0,1,2
HCZemry,0,1,2
HCZemru,0,1,2
HCZemrm,0,1,2
HCZemr],0,1,2
HCZemq},0,1,2
HCZemp},0,1,2
HCZemrx,0,1,2
HCZemrt,0,1,2
HCZemrl,0,1,2
HCZemr\,0,1,2
HCZemq|,0,1,2
HCZemp|,0,1,2
HCZemrr,0,1,2
HCZemrj,0,1,2
HCZemrZ,0,1,2
HCZemqz,0,1,2
HCZempz,0,1,2
HCZemrf,0,1,2
HCZemrV,0,1,2
HCZemqv,0,1,2
HCZempv,0,1,2
HCZemrN,0,1,2
HCZemqn,0,1,2
HCZempn,0,1,2
HCZemq^,0,1,2
HCZemp^,0,1,2
HCZemo~,0,1,2
HCZemr},0,1,2
HCZemr|,0,1,2
HCZemrz,0,1,2
HCZemrv,0,1,2
HCZemrn,0,1,2
HCZemr^,0,1,2
HCZemq~,0,1,2
HCZemp~,0,1,2
HCZemr~,0,1,2
HCZelrw,0,1,2
HCZelr[,0,1,2
HCZelp{,0,1,2
HCZelpy,0,1,2
HCZelrM,0,1,2
HCZelrh,0,1,2
HCZelqx,0,1,2
HCZelpx,0,1,2
HCZelpt,0,1,2
HCZelrL,0,1,2
HCZelql,0,1,2
HCZelpl,0,1,2
HCZelq\,0,1,2
HCZelp\,0,1,2
HCZelo|,0,1,2
HCZelrb,0,1,2
